16777216,0.002357,952285568
8388608,0.002270,482988096
4194304,0.002035,245031232
2097152,0.002066,124692800
1048576,0.001812,63410560
262144,0.001556,16539392
65536,0.001487,4358208
4096,0.004249,318464
1024,0.001608,90496
256,0.001138,26176
16,0.000426,2880
4,0.000446,1440
2,0.000236,976
2,0.000135,976
