2,0.000125,976
4,0.000053,1440
16,0.000232,2880
256,0.000168,26176
1024,0.000192,90496
4096,0.000044,318464
16384,0.000275,1167936
65536,0.000163,4358208
262144,0.000070,16539392
1048576,0.000062,63410560
2097152,0.000066,124692800
4194304,0.000065,245031232
8388608,0.000074,482988096
16777216,0.000079,952285568
