64,24,0.000337,0.000337
256,26,0.000310,0.000310
256,26,0.000093,0.000093
256,26,0.000583,0.000583
128,26,0.000483,0.000483
128,25,0.041681,0.041681
64,26,0.000438,0.000438
64,25,0.000410,0.000410
64,23,0.000590,0.000590
64,23,0.000432,0.000432
32,17,0.000069,0.000069
32,15,0.000340,0.000340
